type,title,director,cast,country,rating,listed_in,release_year,day,month,year,kcluster
movie,tom segura: ball hog,rami hachache,tom segura,united states,tv-ma,stand-up comedy,2020,24,3,2020,4
movie,a life of speed: the juan manuel fangio story,francisco macri,a life of speed: the juan manuel fangio story,argentina,tv-14,"documentaries, international movies, sports movies",2020,20,3,2020,3
tv show,dino girl gauko,akira shigino,"naoko matsui, hiroshi kamiya, kazue ikura, chafurin, chie kojiro, mari mashiba, ryoko shiraishi, hidekatsu shibata, tadashi miyazawa, sonosuke hattori, karen, yui toita, izu konishi, eri ozaki, risa nakamura, tomoyo chujo, takuro hijioka, sawako yoshida, chika okubo, yuri fujiwara, tomomi yamakawa, hikaru yuki, miyako kobayashi, mutsuki arisawa, koharu nogata, tomoka kuzutani, madoka yokoyama, madoka hiraide, ayako takamura, yuki arimoto, yuto kazama, arisa takami, chika sakamoto","united states, japan",tv-y7,"anime series, kids' tv",2020,20,3,2020,3
movie,el silencio es bienvenido,gabriela garcía rivas,"eileen yáñez, jorge luis moreno, daniela newton, andrea newton, luis eduardo yee, enrique medina, roberto fiesco",mexico,tv-14,"dramas, independent movies, international movies",2017,20,3,2020,3
tv show,greenhouse academy,giora chamizer,"ariel mortman, finn roberts, chris o'neal, dallas hart, cinthya carmona, grace van dien, benjamin papac, jessica amlee, bj mitchell, aviv buchler, nadine ellis, yiftach mizrahi, parker stevenson, ishai golan, selina giles, reina hardesty",united states,tv-pg,"kids' tv, tv dramas, teen tv shows",2020,20,3,2020,3
tv show,the english game,"julian fellowes
tony charles
oliver cotton","edward holcroft, kevin guthrie, charlotte hope, niamh walsh, craig parkinson, james harkness, ben batt, gerard kearns, henry lloyd-hughes",united kingdom,tv-14,"british tv shows, international tv shows, tv dramas",2020,20,3,2020,3
tv show,"tiger king: murder, mayhem and madness","eric goode, rebecca chaiklin","tiger king: murder, mayhem and madness",united states,tv-ma,"crime tv shows, docuseries",2020,20,3,2020,3
movie,ultras,francesco lettieri,"aniello arena, antonia truppo, ciro nacca, simone borelli, daniele vicorito, salvatore pelliccia",italy,tv-ma,"dramas, international movies, sports movies",2020,20,3,2020,3
movie,3022,john suits,"omar epps, kate walsh, miranda cosgrove, angus macfadyen, jorja fox, enver gjokaj, haaz sleiman",united states,r,"independent movies, sci-fi & fantasy, thrillers",2019,19,3,2020,3
movie,altered carbon: resleeved,"takeru nakajima, yoshiyuki okada","tatsuhisa suzuki, rina satou, ayaka asai, jouji nakata, kenji yamauchi, kanehira yamamoto, koji ishii","japan, united states",tv-ma,"action & adventure, anime features, international movies",2020,19,3,2020,3
movie,masameer - the movie,malik nejer,"malik nejer, shahad alahmari, abdulaziz almuzaini, yousef aldakheel",saudi arabia,tv-14,"comedies, international movies",2020,19,3,2020,3
movie,alli wish,susan walter,"sharon stone, tony goldwyn, liza lapira, ellen burstyn, jason gibson, famke janssen, caitlin fitzgerald, gilles marini, erica ash, tom paolino",united states,r,"dramas, romantic movies",2017,18,3,2020,3
movie,lu over the wall,masaaki yuasa,"kanon tani, shota shimoda, shinichi shinohara, akira emoto, soma saito, minako kotobuki, daigo, nobu",japan,pg,"anime features, music & musicals, sci-fi & fantasy",2017,18,3,2020,3
movie,xv: beyond the tryline,pierre deschamps,xv: beyond the tryline,united kingdom,tv-14,"documentaries, sports movies",2016,18,3,2020,3
movie,bert kreischer: hey big boy,jeff tomsic,bert kreischer,united states,tv-ma,stand-up comedy,2020,17,3,2020,3
movie,search party,scot armstrong,"t.j. miller, adam pally, thomas middleditch, lance reddick, shannon woodward, alison brie, krysten ritter, jason mantzoukas",united states,r,comedies,2014,16,3,2020,3
movie,bypass road,naman nitin mukesh,"neil nitin mukesh, adah sharma, rajit kapoor, gul panag, shama sikander, manish chaudhary, sudhanshu pandey, taher shabbir",india,tv-14,"international movies, thrillers",2019,15,3,2020,3
tv show,ken burns presents: college behind bars: a film by lynn novick and produced by sarah botstein,lynn novick,ken burns presents: college behind bars: a film by lynn novick and produced by sarah botstein,united states,tv-ma,docuseries,2019,15,3,2020,3
movie,jai mummy di,navjot gulati,"poonam dhillon, supriya pathak, sunny singh, sonalli sehgall, rajendra sethi, veer rajwant singh, danish husain, alok nath",india,tv-ma,"comedies, international movies, romantic movies",2020,14,3,2020,3
movie,baby mamas,stephanie zwane,"salamina mosese, kay smith, thembisa mdoda, dineo ranaka, sthembiso khoza, khaya mthembu, jonathan boynton-lee, nicholas nkuna, donovan pietersen, pamela nomvete",south africa,tv-14,"comedies, dramas, international movies",2018,13,3,2020,3
tv show,bloodride,kjetil indregardatle knudsen,"ine marie wilmann, bjørnar teigen, emma spetalen magnusson, erlend rødal vikhagen, benjamin helstad, harald rosenstrøm, dagny backer johnsen, stig amdam, numa edema norderhaug, ellen bendu, torfinn nag",norway,tv-ma,"international tv shows, tv horror, tv mysteries",2020,13,3,2020,3
movie,go karts,owen trevor,"william lodder, anastasia bampos, darius amarfio-jefferson, richard roxburgh, frances o'connor, dan wyllie, cooper van grootel, damian de montemas, adam t. perkins",australia,tv-pg,"children & family movies, dramas",2020,13,3,2020,3
movie,justine,stephanie turner,"stephanie turner, glynn turman, daisy prescott, darby stanchfield, josh stamberg, bridget kallal, ravi cabot-conyers, cleo king, melanie hutsell",united states,tv-ma,"dramas, independent movies",2019,13,3,2020,3
tv show,kingdom,kim seong-hun,"ju ji-hoon, ryu seung-ryong, bae doona, kim sang-ho, kim sung-kyu, jeon seok-ho, kim hye-jun, heo jun-ho, jung suk-won, kim jong-soo","south korea, united states",tv-ma,"international tv shows, korean tv shows, tv action & adventure",2020,13,3,2020,3
movie,lost girls,liz garbus,"amy ryan, gabriel byrne, thomasin mckenzie, lola kirke, oona laurence, dean winters, miriam shor, reed birney, kevin corrigan, stan carp",united states,r,dramas,2020,13,3,2020,3
movie,miracle in cell no. 7,mehmet ada öztekin,"aras bulut iynemli, nisa sofiya aksongur, deniz baysal, celile toyon uysal, ilker aksum, mesut akusta",turkey,tv-14,"dramas, international movies",2019,13,3,2020,3
tv show,on my block,"lauren iungerich
eddie gonzalez
jeremy haft","sierra capri, jason genao, brett gray, diego tinoco, julio macias, jessica marie garcia, ronni hawk, peggy ann blow, paula garcés, danny ramirez",united states,tv-14,"romantic tv shows, tv comedies, tv dramas",2020,11,3,2020,3
movie,carmen sandiego: to steal or not to steal,jos humphrey,"gina rodriguez, finn wolfhard, abby trott, michael hawley, liam o'brien, mary elizabeth mcglynn, toks olagundoye, sharon muthu","canada, united states",tv-y7,children & family movies,2020,10,3,2020,3
movie,marc maron: end times fun,lynn shelton,marc maron,united states,tv-ma,stand-up comedy,2020,10,3,2020,3
movie,sitara: let girls dream,sharmeen obaid-chinoy,sitara: let girls dream,"pakistan, united states",tv-pg,"children & family movies, dramas",2020,8,3,2020,2
movie,all about love,adze ugah,"chris attoh, katlego danke, enyinna nwigwe, nomzamo mbatha, richard lukunku, zenande mfenyane, leroy gopal, angela sithole",south africa,tv-ma,"dramas, international movies, romantic movies",2017,6,3,2020,2
movie,guilty,ruchi narain,"kiara advani, akansha ranjan kapoor, gurfateh pirzada, taher shabbir, niki walia, manu rishi chadha, dalip tahil, kunal vijaykar",india,tv-ma,"dramas, international movies",2020,6,3,2020,2
movie,i am jonas,christophe charrier,"félix maritaud, nicolas bauwens, tommy lee baïk, aure atika, marie denarnaud, ilian bergala, pierre cartonnet, marcel bouzige, nicolas sartous",france,tv-ma,"dramas, independent movies, international movies",2019,6,3,2020,2
movie,miles davis: birth of the cool,stanley nelson,"miles davis, carl lumbly",united states,tv-ma,"documentaries, music & musicals",2019,6,3,2020,2
movie,spenser confidential,peter berg,"mark wahlberg, winston duke, alan arkin, bokeem woodbine, iliza shlesinger, hope olaide wilson, marc maron",united states,r,"action & adventure, comedies",2020,6,3,2020,2
movie,twin murders: the silence of the white city,daniel calparsoro,"belén rueda, javier rey, aura garrido, manolo solo, alex brendemühl, ramón barea, sergio dorado, allende blanco, rubén ochandiano",spain,tv-ma,"international movies, thrillers",2020,6,3,2020,2
tv show,ugly delicious,"eddie schmidt
jason zeldes
laura gabbert
morgan neville","david chang, peter meehan",united states,tv-ma,docuseries,2020,6,3,2020,2
movie,93 days,steve gukas,"bimbo akintola, somkele iyamah, danny glover, gideon okeke, seun kentebe, keppy ekpenyong, zara udofia ejoh, bimbo manuel, patrick diabuah, tina mba, alastair mackenzie, tim reid",nigeria,tv-pg,"dramas, international movies, thrillers",2016,5,3,2020,2
movie,tootsies & the fake,kittiphak thonguam,"araya a. hargate, paopetch charoensook, thongkanthom thongchai, ratthanant janyajirawong, pattarasaya kreuasuwansri, gunn svasti na ayudhya, kritsanapoom pibulsonggram, keetapat pongruea",thailand,tv-ma,"comedies, international movies, lgbtq movies",2019,5,3,2020,2
movie,aurora,cristi puiu,"cristi puiu, clara voda, catrinel dumitrescu, luminita gheorghiu, valentin popescu, gheorghe ifrim, ileana puiu, valeria seciu, gelu colceag","romania, france, switzerland, germany",tv-ma,"dramas, international movies",2010,4,3,2020,2
movie,lil peep: everybody?s everything,"sebastian jones, ramez silyan",lil peep,united states,tv-ma,"documentaries, music & musicals",2019,4,3,2020,2
movie,the death of mr. lazarescu,cristi puiu,"monica bârladeanu, ion fiscuteanu, doru ana, dragos bucur, gabriel spahiu, dan chiriac, luminita gheorghiu, alina berzunteanu, dana dogaru, mimi branescu",romania,r,"dramas, international movies",2005,4,3,2020,1
tv show,velvet,carlos sedes,"paula echevarría, miguel ángel silvestre, aitana sánchez-gijón, manuela velasco, manuela vellés, marta hazas, javier rey, maxi iglesias, cecilia freire, adrián lastra, miriam giovanelli, natalia millán, josé sacristán, ingrid rubio, peter vives, llorenç gonzález, ángela molina, pastora vega",spain,tv-14,"international tv shows, romantic tv shows, spanish-language tv shows",2016,4,3,2020,2
movie,freaks,"adam b. stein, zach lipovsky","emile hirsch, bruce dern, lexy kolker, grace park, amanda crew, aleks paunovic, michelle harrison","united states, canada",r,"independent movies, sci-fi & fantasy, thrillers",2018,3,3,2020,2
movie,luccas neto in: the end of christmas,lucas margutti,"luccas neto, giovanna alparone, cleber salgado, bruno bebianno, lucas margutti, vivian duarte",brazil,tv-y,"children & family movies, comedies, music & musicals",2019,3,3,2020,2
movie,taylor tomlinson: quarter-life crisis,marcus raboy,taylor tomlinson,united states,tv-ma,stand-up comedy,2020,3,3,2020,2
movie,the last bomb of the second world war,athiyan athirai,"dinesh, anandhi, munishkanth, riythvika, john vijay",india,tv-14,"dramas, independent movies, international movies",2019,3,3,2020,2
movie,uncovered,zuko nodada,"nqobile khumalo, robert hobbs, s'thandiwe kgoroge, dumisani mbebe, thandeka nodada, fezile makhanya",south africa,tv-ma,"dramas, international movies",2019,3,3,2020,2
movie,w.e.,madonna,"abbie cornish, andrea riseborough, james d'arcy, oscar isaac, richard coyle, david harbour, james fox, judy parfitt, haluk bilginer, geoffrey palmer, natalie dormer",united kingdom,r,"dramas, romantic movies",2011,3,3,2020,2
movie,fat ballerina - david a. arnold,milton horowitz,david a. arnold,united states,tv-ma,stand-up comedy,2020,2,3,2020,2
tv show,babylon berlin,"tom tykwer
achim von borries
henk handloegten","volker bruch, liv lisa fries, peter kurth, leonie benesch, matthias brandt, severija janusauskaite, fritzi haberlandt, ivan shvedoff, lars eidinger, anton von lucke, misel maticevic",germany,tv-ma,"crime tv shows, international tv shows, tv dramas",2020,1,3,2020,2
movie,bhangra paa le,sneha taurani,"sunny kaushal, rukshar dhillon, shriya pilgaonkar, parmeet sethi, samir soni, chaitanya sharma, sheeba chaddha, akarsh khurana",india,tv-14,"comedies, dramas, international movies",2019,1,3,2020,2
movie,frank & lola,matthew ross,"michael shannon, imogen poots, michael nyqvist, justin long, stella schnabel, rosanna arquette, emmanuelle devos",united states,tv-ma,"dramas, thrillers",2016,1,3,2020,2
movie,hugo,martin scorsese,"ben kingsley, sacha baron cohen, asa butterfield, chloë grace moretz, ray winstone, emily mortimer, christopher lee, helen mccrory, michael stuhlbarg, frances de la tour, jude law, johnny depp, edmund kingsley, richard griffiths, angus barnett, michael pitt, gulliver mcgrath, eric moreau, chloe grace moretz","united kingdom, united states, france",pg,"children & family movies, dramas",2011,1,3,2020,2
movie,ordinary world,lee kirk,"billie joe armstrong, fred armisen, judy greer, selma blair, chris messina, brian baumgartner, john doman, madisyn shipman, kevin corrigan, mia dillon, lucas papaelias",united states,tv-14,"comedies, dramas, music & musicals",2016,1,3,2020,2
movie,"pop, lock 'n roll",ziggy hofmeyr,"maurice paige, yasirah bhelz, lionel newton, tarryn alberts, sandile sand zulu, duane lawrence, robyn brophy, brady brophy, raylene jacobs, jason meyer",south africa,tv-14,"dramas, international movies, romantic movies",2017,1,3,2020,2
movie,there will be blood,paul thomas anderson,"daniel day-lewis, paul dano, kevin j. o'connor, ciarán hinds, dillon freasier, sydney mccallister, david willis, david warshofsky, colton woodward, russell harvard",united states,r,"dramas, independent movies",2007,1,3,2020,1
movie,voulez-vous rire avec moi ce soir?,yacine belhousse,"gad elmaleh, eddie izzard, bill burr, todd barry, kyan khojandi, judah friedlander, blanche gardin, mike ward, igor meerson, dan naturman, tony law, daniel gagnon, sebastian marx, michael mittermeier, paul taylor, korine côté, guillermo guiz, virginie fortin, francesco de carlo",france,tv-ma,"documentaries, international movies",2018,1,3,2020,2
movie,zz top: that little ol' band from texas,sam dunn,zz top: that little ol' band from texas,"united kingdom, canada, united states",tv-ma,"documentaries, music & musicals",2019,1,3,2020,2
movie,all the bright places,brett haley,"elle fanning, justice smith, luke wilson, keegan-michael key, alexandra shipp, lamar johnson, virginia gardner, kelli o'hara, felix mallard, sofia hasmik",united states,tv-ma,"dramas, romantic movies",2020,28,2,2020,4
tv show,always a witch,ana maría parra,"angely gaviria, sebastián eslava, luis fernando hoyos, verónica orozco, lenard vanderaa, sofía araujo, dylan fuentes, valeria emiliani, dubán prado, carlos quintero",colombia,tv-14,"international tv shows, spanish-language tv shows, tv comedies",2019,28,2,2020,4
tv show,queen sono,kagiso lediga,"pearl thusi, vuyo dabula, loyiso madinga, kate liquorish, sechaba morojele, rob van vuuren, chi mhende, otto nobela, khathu ramabulana, enhle mlotshwa",south africa,tv-ma,"international tv shows, tv action & adventure, tv dramas",2020,28,2,2020,4
movie,ala vaikunthapurramuloo,trivikram srinivas,"allu arjun, pooja hegde, tabu, sushanth, nivetha pethuraj, jayaram, murli sharma",india,tv-14,"action & adventure, comedies, dramas",2020,27,2,2020,4
movie,pokémon: mewtwo strikes back - evolution,"kunihiko yuyama, motonori sakakibara","sarah natochenny, dan green, bill rogers, michele knotz, alyson leigh rosenfeld, rodger parsons",japan,tv-y7,"anime features, children & family movies",2019,27,2,2020,4
tv show,six windows in the desert,"ali kalthami, meshal aljaser, faris godus, mohamed al salman, faisal al amer","moayad alnefaie, mohammed alhamdan, citi bet baydi, sadeem alshehri, mohammed albakri, moayed althagafi, hussain alyahya, abeer alotaibi, zara albalushi, ali alshehabi",saudi arabia,tv-14,tv shows,2020,27,2,2020,4
movie,couple of days,tolu awobiyi,"lilian esoro, ademola adedoyin, enyima nwigwe, kiki omeili, okey uzoeshi, adesua etomi, olayode juliana, falz",nigeria,tv-14,"dramas, international movies, romantic movies",2016,26,2,2020,4
movie,gbomo gbomo express,walter taylaur,"ramsey nouah, gideon okeke, osas ighodaro ajibade, blossom chukwujekwu, kiki omeili, gbenro ajibade, ikechukwu, alexx ekubo, shaffy bello",nigeria,tv-ma,"dramas, international movies",2015,26,2,2020,4
tv show,i am not okay with this,jonathan entwistle,"sophia lillis, wyatt oleff, kathleen rose perkins, sofia bryant, richard ellis, sophia tatum, david theune, zachary s. williams, aidan wojtak-hissong",united states,tv-ma,"tv comedies, tv dramas, tv sci-fi & fantasy",2020,26,2,2020,4
movie,taxi driver,daniel oriahi,"odunlade adekola, ijeoma grace agu, richard akinlade, babajide alimison, hafeez oyetoro, femi jacobs, toyin oshinaike, kelechi udegbe",nigeria,tv-ma,"comedies, dramas, independent movies",2015,26,2,2020,4
movie,the arbitration,niyi akinmolayan,"adesua etomi, o.c. ukeje, ireti doyle, sola fosudo, somkele iyamah, lota chukwu, gregory ojefua, beverly naya, bimbo ademoye, pius fatoke",nigeria,tv-ma,"dramas, international movies",2016,26,2,2020,4
movie,when love happens,seyi babatope,"weruche opia, gideon okeke, beverly naya, o.c. ukeje, shaffy bello, oreka godis",nigeria,tv-14,"international movies, romantic movies",2014,26,2,2020,4
movie,pete davidson: alive from new york,jason orley,pete davidson,united states,tv-ma,stand-up comedy,2020,25,2,2020,4
movie,full count,robert eagar,"john paul kakos, natalia livingston, e. roger mitchell, rick hearst, jason london, victoria elizabeth staley, adam boyer",united states,tv-pg,"children & family movies, dramas, faith & spirituality",2019,23,2,2020,4
tv show,"hi bye, mama!",studio dragon,"kim tae-hee, lee kyoo-hyung, go bo-gyeol, shin dong-mi, seo woo-jin, lee si-woo, oh eui-sik, ahn nae-sang, kim mee-kyeong, park su-young, kim mi-su, yoon sa-bong",south korea,tv-14,"international tv shows, korean tv shows, romantic tv shows",2020,23,2,2020,4
movie,girl on the third floor,travis stevens,"cm punk, trieste kelly dunn, sarah brooks, elissa dowling, karen woditsch, marshall bean, anish jethmalani, bishop stevens, tonya kay",united states,tv-ma,horror movies,2019,22,2,2020,4
tv show,unabomber - in his own words,mick grogan,ted kaczynski,canada,tv-ma,"crime tv shows, docuseries",2018,22,2,2020,4
tv show,gentefied,marvin lemus & linda yvette chávez,"j.j. soria, carlos santos, karrie martin, joaquín cosío, julissa calderon, annie gonzalez, laura patalano, felipe esparza",united states,tv-ma,"tv comedies, tv dramas",2020,21,2,2020,4
tv show,puerta 7,martin zimmerman,"dolores fonzi, esteban lamothe, carlos belloso, juan gil navarro, daniel aráoz, antonio grimau, ignacio quesada, mónica ayos, daniel valenzuela",argentina,tv-ma,"crime tv shows, international tv shows, spanish-language tv shows",2020,21,2,2020,4
movie,system crasher,nora fingscheidt,"helena zengel, albrecht schuch, gabriela maria schmeide, lisa hagmeister, melanie straub, victoria trauttmansdorff, maryam zaree, tedros teclebrhan",germany,tv-ma,"dramas, independent movies, international movies",2020,21,2,2020,4
movie,the body,jeethu joseph,"rishi kapoor, emraan hashmi, sobhita dhulipala, vedika, anupam bhattacharya, chandan anand, arif zakaria, rukhsar ahmed",india,tv-14,"international movies, thrillers",2019,21,2,2020,4
movie,the last thing he wanted,dee rees,"anne hathaway, ben affleck, willem dafoe, toby jones, rosie perez, edi gathegi, mel rodriguez, onata aprile",united states,r,"dramas, thrillers",2020,21,2,2020,4
movie,yeh ballet,sooni taraporevala,"julian sands, manish chauhan, achintya bose, jim sarbh, danish husain, vijay maurya, heeba shah, kalyanee mulay",india,tv-ma,"dramas, international movies",2020,21,2,2020,4
movie,pretville,linda korsten,"marlee van der merwe, eugene jensen, marno van der merwe, lizelle de klerk, steve hofmeyr, sanet ackermann, terence bridgett, annette engelbrecht, rina nienaber, lizz meiring",south africa,tv-pg,"comedies, international movies, music & musicals",2012,20,2,2020,3
tv show,spectros,douglas petrie,"danilo mesquita, cláudia okuno, mariana sena, enzo barone, drop dashi, miwa yanagizawa, carlos takeshi, daniel rocha, kelzy ecard, norival rizzo, nicolas trevijano, jui huang, jimmy wong, fania espinosa, wallie ruy, begê muniz, antonio miano, ricardo iazzetta, mayhara ribeiro, jairo mattos",brazil,tv-ma,"international tv shows, tv horror, tv mysteries",2020,20,2,2020,3
movie,untamed romania,tom barton-humphreys,untamed romania,"romania, united kingdom",tv-pg,"children & family movies, documentaries, international movies",2018,20,2,2020,3
movie,by the sea,angelina jolie,"angelina jolie, brad pitt, mélanie laurent, melvil poupaud, niels arestrup, richard bohringer","france, malta, united states",r,"dramas, romantic movies",2015,16,2,2020,3
movie,miss virginia,r.j. daniel hanna,"uzo aduba, matthew modine, aunjanue ellis, niles fitch, amirah vann, nadji jeter, michael beasley, adina porter, vanessa williams",united states,tv-ma,"dramas, independent movies",2019,16,2,2020,3
movie,mr. right,paco cabezas,"sam rockwell, anna kendrick, tim roth, james ransone, anson mount, michael eklund, rza, katie nehra",united states,r,"action & adventure, comedies, romantic movies",2015,16,2,2020,3
tv show,on the real,tosin coker,"ini dima okojie, akah nnani, nancy isime, maurice sam, david jones david, angel funto johnson, pearl okorie, tomiwa tegbe, peanut omatsola",nigeria,tv-ma,"international tv shows, tv dramas",2017,16,2,2020,3
movie,term life,peter billingsley,"vince vaughn, hailee steinfeld, jonathan banks, bill paxton, mike epps, jordi mollà, william levy, jon favreau, taraji p. henson, shea whigham, cain velasquez",united states,r,"dramas, thrillers",2016,16,2,2020,3
movie,the forest,jason zada,"natalie dormer, taylor kinney, yukiyoshi ozawa, eoin macken, stephanie vogt, rina takasaki, noriko sakura, yuho yamashita",united states,pg-13,"horror movies, independent movies",2016,16,2,2020,3
tv show,talking tom and friends,"samo login
iza login","colin hanks, tom kenny, james adomian, lisa schwartz, maria bamford",cyprus,tv-y,"kids' tv, tv comedies",2017,15,2,2020,3
movie,a shaun the sheep movie: farmageddon,"richard phelan, will becher","justin fletcher, john sparkes, amalia vitale, kate harbour, david holt","united kingdom, france, belgium, ireland, united states",g,"children & family movies, comedies",2019,14,2,2020,3
movie,cuddle weather,rod cabatana marmol,"sue ramirez, rk bagatsing, mark anthony fernandez, aleck bovick, dexter doria, nino muhlach, lui manansala, dolly de leon",philippines,tv-ma,"dramas, international movies, romantic movies",2019,14,2,2020,3
movie,fanatyk,michal tylka,"piotr cyrwus, mikolaj kubacki, anna radwan, marian dziedziel, jan nowicki, juliusz chrzastowski, malgorzata krzysica, jacek strama",poland,tv-ma,"comedies, dramas, independent movies",2017,14,2,2020,3
movie,isi & ossi,oliver kienle,"lisa vicari, dennis mojen, walid al-atiyat, christina hecke, zoë straub, lisa hagmeister, hans-jochen wagner, andré eisermann, ernst stötzner",germany,tv-ma,"comedies, international movies, romantic movies",2020,14,2,2020,3
movie,liefling,brian webber,"lika berning, bobby van jaarsveld, marlee van der merwe, sonja herholdt, elize cawood, rouel beukes, kevin leo, paul du toit, sylvaine strike",south africa,tv-pg,"comedies, international movies, music & musicals",2010,14,2,2020,3
movie,panipat - the great betrayal,ashutosh gowariker,"sanjay dutt, arjun kapoor, kriti sanon, zeenat aman, mohnish bahl, padmini kolhapure, kunal kapoor, suhasini mulay",india,tv-14,"dramas, international movies, romantic movies",2019,14,2,2020,3
tv show,taj mahal 1989,pushpendra nath misra,"neeraj kabi, geetanjali kulkarni, danish husain, sheeba chaddha, paras priyadarshan, anshul chauhan, anud singh dhaka, shirin sewani, mihir ahuja, vasundhara rajput",india,tv-ma,"international tv shows, romantic tv shows, tv comedies",2020,14,2,2020,3
movie,the ghost and the tout,charles uwagbai,"toyin abraham, sambasa nzeribe, chioma chukwuka akpotha, chioma omeruah, chiwetalu agu, dele odule, femi adebayo, bayray mcnwizu, biodun stephen",nigeria,tv-14,"comedies, international movies",2018,14,2,2020,3
movie,dragon quest your story,"takashi yamazaki, ryuichi yagi, makoto hanafusa","takeru sato, kasumi arimura, haru, kentaro sakaguchi, takayuki yamada, kendo kobayashi, ken yasuda, arata furuta, suzuki matsuo, koichi yamadera, arata iura, chikako kaku, kotaro yoshida",japan,tv-pg,"action & adventure, anime features, children & family movies",2019,13,2,2020,3
tv show,narcos: mexico,"carlo bernard
chris brancato
doug miro","michael peña, diego luna, tenoch huerta, joaquin cosio, josé maría yazpik, matt letscher, alyssa diaz","mexico, united states",tv-ma,"crime tv shows, tv action & adventure, tv dramas",2020,13,2,2020,3
tv show,sleepless society: insomnia,"pantham thongsang, cheewatan pusitsuksa","chutimon chuengcharoensukying, sutthirak subvijitra, nutthasit kotimanuswanich, sita maharavidejakorn, sutthatip wutichaipradit, warisara yu, chokchai charoensuk, supoj pongpancharoen, nikorn sae tang, gandhi wasuwitchayagit, petchpatchara kitkrairaj, duangjai hirunsri, nilacha fuangfukiet, teeranai na nongk?hai, sumontha suanpolrat, wimolphan chaleejunghan, damkerng thitapiyasak, natthawara hongsuwan, nunthapak chalermpuwadej, tachatorn supanan",thailand,tv-ma,"crime tv shows, international tv shows, tv dramas",2019,13,2,2020,3
movie,french toast,"paul krüger, anél stolp","lika berning, thierry ballarin, deon lotz, heléne lombard, paul du toit, roberta fox, trudi conradie, rod alexander, lochner de kock, tony caprari",south africa,tv-pg,"comedies, international movies, romantic movies",2015,12,2,2020,3
movie,to all the boys: p.s. i still love you,michael fimognari,"lana condor, noah centineo, jordan fisher, anna cathcart, janel parrish, ross butler, madaleine arthur, emilija baranac, trezzo mahoro, holland taylor, sarayu blue, john corbett",united states,tv-14,"comedies, romantic movies",2020,12,2,2020,3
tv show,we bare bears,daniel chong,"eric edelstein, demetri martin, bobby moynihan",united states,tv-y,"kids' tv, tv comedies",2018,12,2,2020,3
movie,good time,"benny safdie, josh safdie","robert pattinson, benny safdie, jennifer jason leigh, barkhad abdi, buddy duress, peter verby, taliah webster, necro",united states,r,"dramas, independent movies, thrillers",2017,11,2,2020,3
movie,road to roma,andres clariond,road to roma,mexico,tv-pg,"documentaries, international movies",2020,11,2,2020,3
movie,love for sale 2,andibachtiar yusuf,"della dartyan, adipati dolken, ratna riantiarno, ariyo wahab, bastian steel, gading marten, putri ayudya, taskya namya, egi fedly, yayu unru, abdurrahman arif",indonesia,tv-14,"dramas, international movies, romantic movies",2019,10,2,2020,3
tv show,better call saul,"vince gilligan
peter gould","bob odenkirk, jonathan banks, michael mckean, rhea seehorn, patrick fabian, michael mando, giancarlo esposito",united states,tv-ma,"crime tv shows, tv comedies, tv dramas",2018,9,2,2020,3
movie,fronteras,andrew dean,"steve oropeza, steven sean garland, wade everett, randy green, cortez chappell, tori osborn, larry coulter, cris acosta",united states,tv-ma,"dramas, independent movies, thrillers",2018,9,2,2020,3
movie,polaroid,lars klevberg,"kathryn prescott, mitch pileggi, grace zabriskie, tyler young, samantha logan, javier botet, katie stevens, madelaine petsch, priscilla quintana, davi santos, keenan tracey","united states, norway, canada",pg-13,horror movies,2019,9,2,2020,3
movie,the coldest game,lukasz kosmicki,"bill pullman, lotte verbeek, robert wieckiewicz, james bloor, aleksey serebryakov, corey johnson, nicholas farrell, evgeniy sidikhin","poland, united states",tv-ma,"dramas, international movies, thrillers",2019,8,2,2020,2
movie,thottappan,shanavas k. bavakutty,"priyamvada krishnan, vinayakan, roshan mathew, dileesh pothan, manoj k. jayan, lal, irshad ali, sunitha",india,tv-14,"comedies, dramas, international movies",2019,8,2,2020,2
movie,azali,kwabena gyansah,"ama k. abebrese, asana alhassan, adjetey anang, akofa edjeani asiedu, emmanuel nii adom quaye, peter ritchie",ghana,tv-14,"dramas, international movies",2018,7,2,2020,2
tv show,dragons: rescue riders,"steve evangelatos
glenn harmon
greg rankin
t.j. sullivan","nicolas cantu, brennley brown, zach callison, skai jackson, noah kaye bentley, andre robinson, marsai martin",united states,tv-y,"kids' tv, tv comedies",2020,7,2,2020,2
movie,horse girl,jeff baena,"alison brie, debby ryan, paul reiser, john reynolds, molly shannon, john ortiz, meredith hagner, jake picking, david paymer, jay duplass",united states,r,"dramas, independent movies",2020,7,2,2020,2
movie,jada,kumaran,"kathir, kishore kumar g., roshini, yogi babu, kishore",india,tv-14,"dramas, international movies, sports movies",2019,7,2,2020,2
movie,the ballad of lefty brown,jared moshé,"bill pullman, kathy baker, jim caviezel, joseph anderson, diego josef, tommy flanagan, peter fonda",united states,r,dramas,2017,7,2,2020,2
movie,gardeners of eden,"austin peck, anneliese vandenberg","kristin davis, daphne sheldrick, nick trent, julious shivenga, benjamin kyalo","kenya, united states",tv-14,documentaries,2014,6,2,2020,2
